label,required,canonical,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
H26H WTR MISSED MO OR MORE SCHOOL--RP,0,var_3245,,,,,,,,,,ER68572,ER74580,ER80731,ER84704
H26W WTR MISSED MO OR MORE SCHOOL--SP,0,var_3246,,,,,,,,,ER63623,ER69699,ER75707,ER80929,ER84905
H26W WTR MISSED MO OR MORE SCHOOL--WF,0,var_3247,,,,,,ER45394,ER50755,ER56501,,,,,
H27H WTR MEASLES B4 AGE,0,var_3248,,,,,,,,,,ER68573,,,
H27H WTR MEASLES B4 AGE 17--HD,0,var_3249,,,,,,ER44298,ER49638,ER55386,ER62508,,,,
H27H WTR MEASLES B4 AGE 17--RP,0,var_3250,,,,,,,,,,,ER74581,ER80732,ER84705
H27W WTR MEASLES B4 AGE,0,var_3251,,,,,,,,,,ER69700,,,
H27W WTR MEASLES B4 AGE 17--SP,0,var_3252,,,,,,,,,ER63624,,ER75708,ER80930,ER84906
H27W WTR MEASLES B4 AGE 17--WF,0,var_3253,,,,,,ER45395,ER50756,ER56502,,,,,
H28H WTR MUMPS B4 AGE,0,var_3254,,,,,,,,,,ER68574,,,
H28H WTR MUMPS B4 AGE 17--HD,0,var_3255,,,,,,ER44299,ER49639,ER55387,ER62509,,,,
H28H WTR MUMPS B4 AGE 17--RP,0,var_3256,,,,,,,,,,,ER74582,ER80733,ER84706
H28W WTR MUMPS B4 AGE,0,var_3257,,,,,,,,,,ER69701,,,
H28W WTR MUMPS B4 AGE 17--SP,0,var_3258,,,,,,,,,ER63625,,ER75709,ER80931,ER84907
H28W WTR MUMPS B4 AGE 17--WF,0,var_3259,,,,,,ER45396,ER50757,ER56503,,,,,
H29H WTR CHICKEN POX B4 AGE,0,var_3260,,,,,,,,,,ER68575,,,
H29H WTR CHICKEN POX B4 AGE 17--HD,0,var_3261,,,,,,ER44300,ER49640,ER55388,ER62510,,,,
H29H WTR CHICKEN POX B4 AGE 17--RP,0,var_3262,,,,,,,,,,,ER74583,ER80734,ER84707
H29W WTR CHICKEN POX B4 AGE,0,var_3263,,,,,,,,,,ER69702,,,
H29W WTR CHICKEN POX B4 AGE 17--SP,0,var_3264,,,,,,,,,ER63626,,ER75710,ER80932,ER84908
H29W WTR CHICKEN POX B4 AGE 17--WF,0,var_3265,,,,,,ER45397,ER50758,ER56504,,,,,
H3 WTR UNABLE TO DO SOME TYPES WORK-HD,0,var_3266,,,,,,ER44180,ER49499,ER55249,ER62371,,,,
H3 WTR UNABLE TO DO SOME TYPES WORK-RP,0,var_3267,,,,,,,,,,ER68425,ER74433,ER80581,ER84553
H3 WTR UNABLE TO DO SOME TYPES WORK-SP,0,var_3268,,,,,,,,,ER63487,ER69552,ER75560,ER80779,ER84754
H3 WTR UNABLE TO DO SOME TYPES WORK-WF,0,var_3269,,,,,,ER45277,ER50617,ER56365,,,,,
H30H WTR DIFF SEEING B4 AGE,0,var_3270,,,,,,,,,,ER68576,,,
H30H WTR DIFF SEEING B4 AGE 17--HD,0,var_3271,,,,,,ER44301,ER49641,ER55389,ER62511,,,,
H30H WTR DIFF SEEING B4 AGE 17--RP,0,var_3272,,,,,,,,,,,ER74584,ER80735,ER84708
H30W WTR DIFF SEEING B4 AGE,0,var_3273,,,,,,,,,,ER69703,,,
H30W WTR DIFF SEEING B4 AGE 17--SP,0,var_3274,,,,,,,,,ER63627,,ER75711,ER80933,ER84909
H30W WTR DIFF SEEING B4 AGE 17--WF,0,var_3275,,,,,,ER45398,ER50759,ER56505,,,,,
H31H PARENTS SMOKED B4 HD AGE 17?--HD,0,var_3276,,,,,,ER44302,ER49642,ER55390,ER62512,,,,
H31H PARENTS SMOKED B4 RP AGE 17?--RP,0,var_3277,,,,,,,,,,,ER74585,ER80736,ER84709
H31H PARENTS SMOKED B4 RP AGE ?--RP,0,var_3278,,,,,,,,,,ER68577,,,
H31W PARENTS SMOKED B4 SP AGE 17?--SP,0,var_3279,,,,,,,,,ER63628,,ER75712,ER80934,ER84910
H31W PARENTS SMOKED B4 SP AGE ?--SP,0,var_3280,,,,,,,,,,ER69704,,,
H31W PARENTS SMOKED B4 WF AGE 17?--WF,0,var_3281,,,,,,ER45399,ER50760,ER56506,,,,,
H32H WTR ASTHMA B4 AGE,0,var_3282,,,,,,,,,,ER68578,,,
H32H WTR ASTHMA B4 AGE 17--HD,0,var_3283,,,,,,ER44303,ER49643,ER55391,ER62513,,,,
H32H WTR ASTHMA B4 AGE 17--RP,0,var_3284,,,,,,,,,,,ER74586,,
H32W WTR ASTHMA B4 AGE,0,var_3285,,,,,,,,,,ER69705,,,
H32W WTR ASTHMA B4 AGE 17--SP,0,var_3286,,,,,,,,,ER63629,,ER75713,,
H32W WTR ASTHMA B4 AGE 17--WF,0,var_3287,,,,,,ER45400,ER50761,ER56507,,,,,
H33H WTR DIABETES B4 AGE,0,var_3288,,,,,,,,,,ER68579,,,
H33H WTR DIABETES B4 AGE 17--HD,0,var_3289,,,,,,ER44304,ER49644,ER55392,ER62514,,,,
H33H WTR DIABETES B4 AGE 17--RP,0,var_3290,,,,,,,,,,,ER74587,,
H33W WTR DIABETES B4 AGE,0,var_3291,,,,,,,,,,ER69706,,,
H33W WTR DIABETES B4 AGE 17--SP,0,var_3292,,,,,,,,,ER63630,,ER75714,,
H33W WTR DIABETES B4 AGE 17--WF,0,var_3293,,,,,,ER45401,ER50762,ER56508,,,,,
H34H WTR RESP DIS B4 AGE,0,var_3294,,,,,,,,,,ER68580,,,
H34H WTR RESP DIS B4 AGE 17--HD,0,var_3295,,,,,,ER44305,ER49645,ER55393,ER62515,,,,
H34H WTR RESP DIS B4 AGE 17--RP,0,var_3296,,,,,,,,,,,ER74588,ER80737,ER84710
H34W WTR RESP DIS B4 AGE,0,var_3297,,,,,,,,,,ER69707,,,
H34W WTR RESP DIS B4 AGE 17--SP,0,var_3298,,,,,,,,,ER63631,,ER75715,ER80935,ER84911
H34W WTR RESP DIS B4 AGE 17--WF,0,var_3299,,,,,,ER45402,ER50763,ER56509,,,,,
H35H WTR SPCH IMPAIR B4 AGE,0,var_3300,,,,,,,,,,ER68581,,,
H35H WTR SPCH IMPAIR B4 AGE 17--HD,0,var_3301,,,,,,ER44306,ER49646,ER55394,ER62516,,,,
H35H WTR SPCH IMPAIR B4 AGE 17--RP,0,var_3302,,,,,,,,,,,ER74589,ER80738,ER84711
H35W WTR SPCH IMPAIR B4 AGE,0,var_3303,,,,,,,,,,ER69708,,,
H35W WTR SPCH IMPAIR B4 AGE 17--SP,0,var_3304,,,,,,,,,ER63632,,ER75716,ER80936,ER84912
H35W WTR SPCH IMPAIR B4 AGE 17--WF,0,var_3305,,,,,,ER45403,ER50764,ER56510,,,,,
H36H WTR ALLERGY B4 AGE,0,var_3306,,,,,,,,,,ER68582,,,
H36H WTR ALLERGY B4 AGE 17--HD,0,var_3307,,,,,,ER44307,ER49647,ER55395,ER62517,,,,
H36H WTR ALLERGY B4 AGE 17--RP,0,var_3308,,,,,,,,,,,ER74590,ER80739,ER84712
H36W WTR ALLERGY B4 AGE,0,var_3309,,,,,,,,,,ER69709,,,
H36W WTR ALLERGY B4 AGE 17--SP,0,var_3310,,,,,,,,,ER63633,,ER75717,ER80937,ER84913
H36W WTR ALLERGY B4 AGE 17--WF,0,var_3311,,,,,,ER45404,ER50765,ER56511,,,,,
H37H WTR HEART TRBL B4 AGE,0,var_3312,,,,,,,,,,ER68583,,,
H37H WTR HEART TRBL B4 AGE 17--HD,0,var_3313,,,,,,ER44308,ER49648,ER55396,ER62518,,,,
H37H WTR HEART TRBL B4 AGE 17--RP,0,var_3314,,,,,,,,,,,ER74591,ER80740,ER84713
H37W WTR HEART TRBL B4 AGE,0,var_3315,,,,,,,,,,ER69710,,,
H37W WTR HEART TRBL B4 AGE 17--SP,0,var_3316,,,,,,,,,ER63634,,ER75718,ER80938,ER84914
H37W WTR HEART TRBL B4 AGE 17--WF,0,var_3317,,,,,,ER45405,ER50766,ER56512,,,,,
H38H WTR EAR PROB B4 AGE,0,var_3318,,,,,,,,,,ER68584,,,
H38H WTR EAR PROB B4 AGE 17--HD,0,var_3319,,,,,,ER44309,ER49649,ER55397,ER62519,,,,
H38H WTR EAR PROB B4 AGE 17--RP,0,var_3320,,,,,,,,,,,ER74592,ER80741,ER84714
H38W WTR EAR PROB B4 AGE,0,var_3321,,,,,,,,,,ER69711,,,
H38W WTR EAR PROB B4 AGE 17--SP,0,var_3322,,,,,,,,,ER63635,,ER75719,ER80939,ER84915
H38W WTR EAR PROB B4 AGE 17--WF,0,var_3323,,,,,,ER45406,ER50767,ER56513,,,,,
H39H WTR EPILEPSY B4 AGE,0,var_3324,,,,,,,,,,ER68585,,,
H39H WTR EPILEPSY B4 AGE 17--HD,0,var_3325,,,,,,ER44310,ER49650,ER55398,ER62520,,,,
H39H WTR EPILEPSY B4 AGE 17--RP,0,var_3326,,,,,,,,,,,ER74593,ER80742,ER84715
H39W WTR EPILEPSY B4 AGE,0,var_3327,,,,,,,,,,ER69712,,,
H39W WTR EPILEPSY B4 AGE 17--SP,0,var_3328,,,,,,,,,ER63636,,ER75720,ER80940,ER84916
H39W WTR EPILEPSY B4 AGE 17--WF,0,var_3329,,,,,,ER45407,ER50768,ER56514,,,,,
H4 WTR LIMIT AMT WORK CAN DO-SPOUSE,0,var_3330,,,,,,,,,ER63488,ER69553,ER75561,ER80780,ER84755
H4 WTR LIMIT AMT WORK CAN DO-WIFE,0,var_3331,,,,,,ER45278,ER50618,ER56366,,,,,
H4 WTR LIMIT AMT WRK CAN DO-HEAD,0,var_3332,,,,,,ER44181,ER49500,ER55250,ER62372,,,,
H4 WTR LIMIT AMT WRK CAN DO-RP,0,var_3333,,,,,,,,,,ER68426,ER74434,ER80582,ER84554
H40H WTR HEADACHE B4 AGE,0,var_3334,,,,,,,,,,ER68586,,,
H40H WTR HEADACHE B4 AGE 17--HD,0,var_3335,,,,,,ER44311,ER49651,ER55399,ER62521,,,,
H40H WTR HEADACHE B4 AGE 17--RP,0,var_3336,,,,,,,,,,,ER74594,ER80743,ER84716
H40W WTR HEADACHE B4 AGE,0,var_3337,,,,,,,,,,ER69713,,,
H40W WTR HEADACHE B4 AGE 17--SP,0,var_3338,,,,,,,,,ER63637,,ER75721,ER80941,ER84917
H40W WTR HEADACHE B4 AGE 17--WF,0,var_3339,,,,,,ER45408,ER50769,ER56515,,,,,
H41H WTR STOM PROB B4 AGE,0,var_3340,,,,,,,,,,ER68587,,,
H41H WTR STOM PROB B4 AGE 17--HD,0,var_3341,,,,,,ER44312,ER49652,ER55400,ER62522,,,,
H41H WTR STOM PROB B4 AGE 17--RP,0,var_3342,,,,,,,,,,,ER74595,ER80744,ER84717
H41W WTR STOM PROB B4 AGE,0,var_3343,,,,,,,,,,ER69714,,,
H41W WTR STOM PROB B4 AGE 17--SP,0,var_3344,,,,,,,,,ER63638,,ER75722,ER80942,ER84918
H41W WTR STOM PROB B4 AGE 17--WF,0,var_3345,,,,,,ER45409,ER50770,ER56516,,,,,
H42H WTR HGH BLOOD PR B4 AGE,0,var_3346,,,,,,,,,,ER68588,,,
H42H WTR HGH BLOOD PR B4 AGE 17--HD,0,var_3347,,,,,,ER44313,ER49653,ER55401,ER62523,,,,
H42H WTR HGH BLOOD PR B4 AGE 17--RP,0,var_3348,,,,,,,,,,,ER74596,,
H42W WTR HGH BLOOD PR B4 AGE,0,var_3349,,,,,,,,,,ER69715,,,
H42W WTR HGH BLOOD PR B4 AGE 17--SP,0,var_3350,,,,,,,,,ER63639,,ER75723,,
H42W WTR HGH BLOOD PR B4 AGE 17--WF,0,var_3351,,,,,,ER45410,ER50771,ER56517,,,,,
H43H WTR DEPRESSION B4 AGE,0,var_3352,,,,,,,,,,ER68589,,,
H43H WTR DEPRESSION B4 AGE 17--HD,0,var_3353,,,,,,ER44314,ER49654,ER55402,ER62524,,,,
H43H WTR DEPRESSION B4 AGE 17--RP,0,var_3354,,,,,,,,,,,ER74597,,
H43W WTR DEPRESSION B4 AGE,0,var_3355,,,,,,,,,,ER69716,,,
H43W WTR DEPRESSION B4 AGE 17--SP,0,var_3356,,,,,,,,,ER63640,,ER75724,,
H43W WTR DEPRESSION B4 AGE 17--WF,0,var_3357,,,,,,ER45411,ER50772,ER56518,,,,,
H44H WTR DRUG/AL PROB B4 AGE,0,var_3358,,,,,,,,,,ER68590,,,
H44H WTR DRUG/AL PROB B4 AGE 17--HD,0,var_3359,,,,,,ER44315,ER49655,ER55403,ER62525,,,,
H44H WTR DRUG/AL PROB B4 AGE 17--RP,0,var_3360,,,,,,,,,,,ER74598,ER80745,ER84718
H44W WTR DRUG/AL PROB B4 AGE,0,var_3361,,,,,,,,,,ER69717,,,
H44W WTR DRUG/AL PROB B4 AGE 17--SP,0,var_3362,,,,,,,,,ER63641,,ER75725,ER80943,ER84919
H44W WTR DRUG/AL PROB B4 AGE 17--WF,0,var_3363,,,,,,ER45412,ER50773,ER56519,,,,,
H45H WTR OTR PSYCH PROB B4 AGE,0,var_3364,,,,,,,,,,ER68591,,,
H45H WTR OTR PSYCH PROB B4 AGE 17--HD,0,var_3365,,,,,,ER44316,ER49656,ER55404,ER62526,,,,
H45H WTR OTR PSYCH PROB B4 AGE 17--RP,0,var_3366,,,,,,,,,,,ER74599,ER80746,ER84719
H45W WTR OTR PSYCW PROB B4 AGE,0,var_3367,,,,,,,,,,ER69718,,,
H45W WTR OTR PSYCW PROB B4 AGE 17--SP,0,var_3368,,,,,,,,,ER63642,,ER75726,ER80944,ER84920
H45W WTR OTR PSYCW PROB B4 AGE 17--WF,0,var_3369,,,,,,ER45413,ER50774,ER56520,,,,,
H49 WTR OTHERS IN FU IN POOR HEALTH,0,var_3370,,,,,,ER46368,ER51729,ER57475,ER64597,ER70673,ER76681,ER80945,ER84921
H59A SADNESS IN PAST 30 DAYS,0,var_3371,,,,,,ER46369,ER51730,ER57476,ER64598,ER70674,ER76682,ER80946,ER84922
H59B NERVOUS IN PAST 30 DAYS,0,var_3372,,,,,,ER46370,ER51731,ER57477,ER64599,ER70675,ER76683,ER80947,ER84923
H59C RESTLESS IN PAST 30 DAYS,0,var_3373,,,,,,ER46371,ER51732,ER57478,ER64600,ER70676,ER76684,ER80948,ER84924
H59D HOPELESS IN PAST 30 DAYS,0,var_3374,,,,,,ER46372,ER51733,ER57479,ER64601,ER70677,ER76685,ER80949,ER84925
H59E EVERYTHING EFFORT IN PAST 30 DAYS,0,var_3375,,,,,,ER46373,ER51734,ER57480,ER64602,ER70678,ER76686,ER80950,ER84926
H59F WORTHLESS IN PAST 30 DAYS,0,var_3376,,,,,,ER46374,ER51735,ER57481,ER64603,ER70679,ER76687,ER80951,ER84927
H59G MORE/LESS OFTEN THAN USUAL,0,var_3377,,,,,,ER46376,ER51737,,,,,,
H59H LOT/SOMEWHAT/LITTLE MORE THAN USUAL,0,var_3378,,,,,,ER46377,ER51738,,,,,,
H59I LOT/SOMEWHAT/LITTLE LESS THAN USUAL,0,var_3379,,,,,,ER46378,ER51739,,,,,,
H59J HOW MUCH FEELINGS INTERFERE W/LIFE,0,var_3380,,,,,,ER46379,ER51740,ER57483,ER64605,ER70681,ER76689,ER80953,ER84930
H59K NUMBER OF DAYS UNABLE TO WORK,0,var_3381,,,,,,ER46380,ER51741,,,,,,
H59L NUMBER OF DAYS REDUCED WORK,0,var_3382,,,,,,ER46381,ER51742,,,,,,
H5A WTR EDITED-HEAD,0,var_3383,,,,,,,ER49502,ER55252,ER62374,,,,
H5A WTR EDITED-RP,0,var_3384,,,,,,,,,,ER68428,ER74436,ER80584,ER84556
H5A WTR EDITED-SPOUSE,0,var_3385,,,,,,,,,ER63490,ER69555,ER75563,ER80782,ER84757
H5A WTR EDITED-WIFE,0,var_3386,,,,,,,ER50620,ER56368,,,,,
H5A WTR HAD STROKE-HEAD,0,var_3387,,,,,,ER44182,ER49501,ER55251,ER62373,,,,
H5A WTR HAD STROKE-RP,0,var_3388,,,,,,,,,,ER68427,ER74435,ER80583,ER84555
H5A WTR HAD STROKE-SPOUSE,0,var_3389,,,,,,,,,ER63489,ER69554,ER75562,ER80781,ER84756
H5A WTR HAD STROKE-WIFE,0,var_3390,,,,,,ER45279,ER50619,ER56367,,,,,
H5B WTR EDITED-HEAD,0,var_3391,,,,,,,ER49508,ER55258,ER62380,,,,
H5B WTR EDITED-RP,0,var_3392,,,,,,,,,,ER68434,ER74442,ER80590,ER84562
H5B WTR EDITED-SPOUSE,0,var_3393,,,,,,,,,ER63496,ER69561,ER75569,ER80788,ER84763
H5B WTR EDITED-WIFE,0,var_3394,,,,,,,ER50626,ER56374,,,,,
H5B WTR HEART ATTACK-HEAD,0,var_3395,,,,,,ER44186,ER49507,ER55257,ER62379,,,,
H5B WTR HEART ATTACK-RP,0,var_3396,,,,,,,,,,ER68433,ER74441,ER80589,ER84561
H5B WTR HEART ATTACK-SPOUSE,0,var_3397,,,,,,,,,ER63495,ER69560,ER75568,ER80787,ER84762
H5B WTR HEART ATTACK-WIFE,0,var_3398,,,,,,ER45283,ER50625,ER56373,,,,,
H5C WTR EDITED-HEAD,0,var_3399,,,,,,,ER49514,ER55264,ER62386,,,,
H5C WTR EDITED-RP,0,var_3400,,,,,,,,,,ER68440,ER74448,ER80596,ER84568
H5C WTR EDITED-SPOUSE,0,var_3401,,,,,,,,,ER63502,ER69567,ER75575,ER80794,ER84769
H5C WTR EDITED-WIFE,0,var_3402,,,,,,,ER50632,ER56380,,,,,
H5C WTR HEART DISEASE-HEAD,0,var_3403,,,,,,ER44190,ER49513,ER55263,ER62385,,,,
H5C WTR HEART DISEASE-RP,0,var_3404,,,,,,,,,,ER68439,ER74447,ER80595,ER84567
H5C WTR HEART DISEASE-SPOUSE,0,var_3405,,,,,,,,,ER63501,ER69566,ER75574,ER80793,ER84768
H5C WTR HEART DISEASE-WIFE,0,var_3406,,,,,,ER45287,ER50631,ER56379,,,,,
H5D WTR EDITED-HEAD,0,var_3407,,,,,,,ER49519,ER55269,ER62391,,,,
H5D WTR EDITED-RP,0,var_3408,,,,,,,,,,ER68445,ER74453,ER80601,ER84573
H5D WTR EDITED-SPOUSE,0,var_3409,,,,,,,,,ER63507,ER69572,ER75580,ER80799,ER84774
H5D WTR EDITED-WIFE,0,var_3410,,,,,,,ER50637,ER56385,,,,,
H5D WTR HYPERTENSION-HEAD,0,var_3411,,,,,,ER44194,ER49518,ER55268,ER62390,,,,
H5D WTR HYPERTENSION-RP,0,var_3412,,,,,,,,,,ER68444,ER74452,ER80600,ER84572
H5D WTR HYPERTENSION-SPOUSE,0,var_3413,,,,,,,,,ER63506,ER69571,ER75579,ER80798,ER84773
H5D WTR HYPERTENSION-WIFE,0,var_3414,,,,,,ER45291,ER50636,ER56384,,,,,
H5E WTR ASTHMA-HEAD,0,var_3415,,,,,,ER44198,ER49523,ER55273,ER62395,,,,
H5E WTR ASTHMA-RP,0,var_3416,,,,,,,,,,ER68449,ER74457,ER80605,ER84577
H5E WTR ASTHMA-SPOUSE,0,var_3417,,,,,,,,,ER63511,ER69576,ER75584,ER80803,ER84778
H5E WTR ASTHMA-WIFE,0,var_3418,,,,,,ER45295,ER50641,ER56389,,,,,
H5E WTR EDITED-HEAD,0,var_3419,,,,,,,ER49524,ER55274,ER62396,,,,
H5E WTR EDITED-RP,0,var_3420,,,,,,,,,,ER68450,ER74458,ER80606,ER84578
H5E WTR EDITED-SPOUSE,0,var_3421,,,,,,,,,ER63512,ER69577,ER75585,ER80804,ER84779
H5E WTR EDITED-WIFE,0,var_3422,,,,,,,ER50642,ER56390,,,,,
H5F WTR EDITED-HEAD,0,var_3423,,,,,,,ER49529,ER55279,ER62401,,,,
H5F WTR EDITED-RP,0,var_3424,,,,,,,,,,ER68455,ER74463,ER80611,ER84583
H5F WTR EDITED-SPOUSE,0,var_3425,,,,,,,,,ER63517,ER69582,ER75590,ER80809,ER84784
H5F WTR EDITED-WIFE,0,var_3426,,,,,,,ER50647,ER56395,,,,,
H5F WTR LUNG DISEASE-HEAD,0,var_3427,,,,,,ER44202,ER49528,ER55278,ER62400,,,,
H5F WTR LUNG DISEASE-RP,0,var_3428,,,,,,,,,,ER68454,ER74462,ER80610,ER84582
H5F WTR LUNG DISEASE-SPOUSE,0,var_3429,,,,,,,,,ER63516,ER69581,ER75589,ER80808,ER84783
H5F WTR LUNG DISEASE-WIFE,0,var_3430,,,,,,ER45299,ER50646,ER56394,,,,,
H5G WTR DIABETES-HEAD,0,var_3431,,,,,,ER44206,ER49533,ER55283,ER62405,,,,
H5G WTR DIABETES-RP,0,var_3432,,,,,,,,,,ER68459,ER74467,ER80615,ER84587
H5G WTR DIABETES-SPOUSE,0,var_3433,,,,,,,,,ER63521,ER69586,ER75594,ER80813,ER84788
H5G WTR DIABETES-WIFE,0,var_3434,,,,,,ER45303,ER50651,ER56399,,,,,
H5G WTR EDITED-HEAD,0,var_3435,,,,,,,ER49534,ER55284,ER62406,,,,
H5G WTR EDITED-RP,0,var_3436,,,,,,,,,,ER68460,ER74468,ER80616,ER84588
H5G WTR EDITED-SPOUSE,0,var_3437,,,,,,,,,ER63522,ER69587,ER75595,ER80814,ER84789
H5G WTR EDITED-WIFE,0,var_3438,,,,,,,ER50652,ER56400,,,,,
H5H WTR ARTHRITIS-HEAD,0,var_3439,,,,,,ER44210,ER49538,ER55288,ER62410,,,,
H5H WTR ARTHRITIS-RP,0,var_3440,,,,,,,,,,ER68464,ER74472,ER80620,ER84592
H5H WTR ARTHRITIS-SPOUSE,0,var_3441,,,,,,,,,ER63526,ER69591,ER75599,ER80818,ER84793
H5H WTR ARTHRITIS-WIFE,0,var_3442,,,,,,ER45307,ER50656,ER56404,,,,,
H5H WTR EDITED-HEAD,0,var_3443,,,,,,,ER49539,ER55289,ER62411,,,,
H5H WTR EDITED-RP,0,var_3444,,,,,,,,,,ER68465,ER74473,ER80621,ER84593
H5H WTR EDITED-SPOUSE,0,var_3445,,,,,,,,,ER63527,ER69592,ER75600,ER80819,ER84794
H5H WTR EDITED-WIFE,0,var_3446,,,,,,,ER50657,ER56405,,,,,
H5I WTR EDITED-HEAD,0,var_3447,,,,,,,ER49544,ER55294,ER62416,,,,
H5I WTR EDITED-RP,0,var_3448,,,,,,,,,,ER68470,ER74478,ER80626,ER84598
H5I WTR EDITED-SPOUSE,0,var_3449,,,,,,,,,ER63532,ER69597,ER75605,ER80824,ER84799
H5I WTR EDITED-WIFE,0,var_3450,,,,,,,ER50662,ER56410,,,,,
H5I WTR MEMORY LOSS-HEAD,0,var_3451,,,,,,ER44214,ER49543,ER55293,ER62415,,,,
H5I WTR MEMORY LOSS-RP,0,var_3452,,,,,,,,,,ER68469,ER74477,ER80625,ER84597
H5I WTR MENTAL LOSS-SPOUSE,0,var_3453,,,,,,,,,ER63531,ER69596,ER75604,ER80823,ER84798
H5I WTR MENTAL LOSS-WIFE,0,var_3454,,,,,,ER45311,ER50661,ER56409,,,,,
H5J WTR EDITED-HEAD,0,var_3455,,,,,,,ER49549,ER55299,ER62421,,,,
H5J WTR EDITED-RP,0,var_3456,,,,,,,,,,ER68475,ER74483,ER80631,ER84603
H5J WTR EDITED-SPOUSE,0,var_3457,,,,,,,,,ER63537,ER69602,ER75610,ER80829,ER84804
H5J WTR EDITED-WIFE,0,var_3458,,,,,,,ER50667,ER56415,,,,,
H5J WTR LEARNING DISORDER-HEAD,0,var_3459,,,,,,ER44218,ER49548,ER55298,ER62420,,,,
H5J WTR LEARNING DISORDER-RP,0,var_3460,,,,,,,,,,ER68474,ER74482,ER80630,ER84602
H5J WTR LEARNING DISORDER-SPOUSE,0,var_3461,,,,,,,,,ER63536,ER69601,ER75609,ER80828,ER84803
H5J WTR LEARNING DISORDER-WIFE,0,var_3462,,,,,,ER45315,ER50666,ER56414,,,,,
H5K WTR CANCER-HEAD,0,var_3463,,,,,,ER44222,ER49553,ER55303,ER62425,,,,
H5K WTR CANCER-RP,0,var_3464,,,,,,,,,,ER68479,ER74487,ER80635,ER84607
H5K WTR CANCER-SPOUSE,0,var_3465,,,,,,,,,ER63541,ER69606,ER75614,ER80833,ER84808
H5K WTR CANCER-WIFE,0,var_3466,,,,,,ER45319,ER50671,ER56419,,,,,
H5K WTR EDITED-HEAD,0,var_3467,,,,,,,ER49554,,,,,,
H5K WTR EDITED-WIFE,0,var_3468,,,,,,,ER50672,,,,,,
H5L WTR EDITED-HEAD,0,var_3469,,,,,,,ER49563,,,,,,
H5L WTR EDITED-WIFE,0,var_3470,,,,,,,ER50681,,,,,,
H5L WTR PSYCH PROBLEM-HEAD,0,var_3471,,,,,,ER44229,ER49562,ER55311,ER62433,,,,
H5L WTR PSYCH PROBLEM-RP,0,var_3472,,,,,,,,,,ER68487,ER74495,ER80643,ER84615
H5L WTR PSYCH PROBLEM-SPOUSE,0,var_3473,,,,,,,,,ER63549,ER69614,ER75622,ER80841,ER84816
H5L WTR PSYCH PROBLEM-WIFE,0,var_3474,,,,,,ER45326,ER50680,ER56427,,,,,
H5M WTR OTR CHRONIC CONDITION-HD,0,var_3475,,,,,,ER44236,ER49573,ER55321,ER62443,,,,
H5M WTR OTR CHRONIC CONDITION-RP,0,var_3476,,,,,,,,,,ER68497,ER74505,ER80653,ER84625
H5M WTR OTR CHRONIC CONDITION-SP,0,var_3477,,,,,,,,,ER63559,ER69624,ER75632,ER80851,ER84826
H5M WTR OTR CHRONIC CONDITION-WF,0,var_3478,,,,,,ER45333,ER50691,ER56437,,,,,
H5N2 WTR CHANGE IN MAKING DECISIONS-RP,0,var_3479,,,,,,,,,,ER68503,ER74511,ER80659,ER84631
H5N2 WTR CHANGE IN MAKING DECISIONS-SP,0,var_3480,,,,,,,,,,ER69630,ER75638,ER80857,ER84832
H5N3 WTR CHNGE INTEREST IN ACTIVITIES-RP,0,var_3481,,,,,,,,,,ER68504,ER74512,ER80660,ER84632
H5N3 WTR CHNGE INTEREST IN ACTIVITIES-SP,0,var_3482,,,,,,,,,,ER69631,ER75639,ER80858,ER84833
H5N4 WTR CHANGE IN REPEATING STORIES-RP,0,var_3483,,,,,,,,,,ER68505,ER74513,ER80661,ER84633
H5N4 WTR CHANGE IN REPEATING STORIES-SP,0,var_3484,,,,,,,,,,ER69632,ER75640,ER80859,ER84834
H5N5 WTR CHANGE IN LEARNING/USE TOOLS-RP,0,var_3485,,,,,,,,,,ER68506,ER74514,ER80662,ER84634
H5N5 WTR CHANGE IN LEARNING/USE TOOLS-SP,0,var_3486,,,,,,,,,,ER69633,ER75641,ER80860,ER84835
H5N6 WTR CHANGE IN REMEMBERING DATES-RP,0,var_3487,,,,,,,,,,ER68507,ER74515,ER80663,ER84635
H5N6 WTR CHANGE IN REMEMBERING DATES-SP,0,var_3488,,,,,,,,,,ER69634,ER75642,ER80861,ER84836
H5N7 WTR CHANGE HANDLING MONEY ISSUES-RP,0,var_3489,,,,,,,,,,ER68508,ER74516,ER80664,ER84636
H5N7 WTR CHANGE HANDLING MONEY ISSUES-SP,0,var_3490,,,,,,,,,,ER69635,ER75643,ER80862,ER84837
H5N8 WTR CHANGE IN REMEMBERING APPTS-RP,0,var_3491,,,,,,,,,,ER68509,ER74517,ER80665,ER84637
H5N8 WTR CHANGE IN REMEMBERING APPTS-SP,0,var_3492,,,,,,,,,,ER69636,ER75644,ER80863,ER84838
H5N9 WTR CHANGE IN THINKING/MEMORY-RP,0,var_3493,,,,,,,,,,ER68510,ER74518,ER80666,ER84638
H5N9 WTR CHANGE IN THINKING/MEMORY-SP,0,var_3494,,,,,,,,,,ER69637,ER75645,ER80864,ER84839
H5NCKPT WTR REF PERSON IS 65+,0,var_3495,,,,,,,,,,ER68502,ER74510,ER80658,ER84630
